,datatype,image,mask,confound,session,subject,task,template,fds_mean_raw,fds_mean_scrubbed,dice,qc,reason
159,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1025/ses-1/anat/sub-HMC1025_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1025/ses-1/anat/sub-HMC1025_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC1025,,MNI152NLin2009cAsym,,,0.9895983773340266,fail,anat dice 0.9895983773340266 < 0.99
160,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1025/ses-1/func/sub-HMC1025_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1025/ses-1/func/sub-HMC1025_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1025/ses-1/func/sub-HMC1025_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC1025,rest,MNI152NLin2009cAsym,0.14961794221105523,0.13875512631443293,0.9222127735756165,pass,
161,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1518/ses-1/anat/sub-HMC1518_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1518/ses-1/anat/sub-HMC1518_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC1518,,MNI152NLin2009cAsym,,,0.9900496702135982,pass,
162,func,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HMC1518_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_resampled.nii.gz,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HMC1518_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask_resampled.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1518/ses-1/func/sub-HMC1518_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC1518,rest,MNI152NLin2009cAsym,0.06698325411758792,0.06698325411758792,0.9077144757260031,pass,
163,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1532/ses-1/anat/sub-HMC1532_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1532/ses-1/anat/sub-HMC1532_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC1532,,MNI152NLin2009cAsym,,,0.9851736210940963,fail,anat dice 0.9851736210940963 < 0.99
164,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1532/ses-1/func/sub-HMC1532_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1532/ses-1/func/sub-HMC1532_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1532/ses-1/func/sub-HMC1532_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC1532,rest,MNI152NLin2009cAsym,0.26390735981909547,0.15645307854819274,0.8808591097600468,fail,func dice 0.8808591097600468 < 0.89; 
165,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1570/ses-1/anat/sub-HMC1570_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1570/ses-1/anat/sub-HMC1570_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC1570,,MNI152NLin2009cAsym,,,0.9784528450465341,fail,anat dice 0.9784528450465341 < 0.99
166,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1570/ses-1/func/sub-HMC1570_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1570/ses-1/func/sub-HMC1570_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC1570/ses-1/func/sub-HMC1570_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC1570,rest,MNI152NLin2009cAsym,0.36556068865326624,0.15865602931707315,0.9124174841968102,pass,
167,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC2452/ses-1/anat/sub-HMC2452_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC2452/ses-1/anat/sub-HMC2452_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC2452,,MNI152NLin2009cAsym,,,0.9865948175855007,fail,anat dice 0.9865948175855007 < 0.99
168,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC2452/ses-1/func/sub-HMC2452_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC2452/ses-1/func/sub-HMC2452_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC2452/ses-1/func/sub-HMC2452_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC2452,rest,MNI152NLin2009cAsym,0.4142013993165829,0.2864027857304965,0.8857172687408644,fail,func dice 0.8857172687408644 < 0.89; 
169,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5225/ses-1/anat/sub-HMC5225_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5225/ses-1/anat/sub-HMC5225_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC5225,,MNI152NLin2009cAsym,,,0.9784578208605136,fail,anat dice 0.9784578208605136 < 0.99
170,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5225/ses-1/func/sub-HMC5225_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5225/ses-1/func/sub-HMC5225_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5225/ses-1/func/sub-HMC5225_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC5225,rest,MNI152NLin2009cAsym,0.30543619164321606,0.2044068546346154,0.8540244739711643,fail,func dice 0.8540244739711643 < 0.89; 
171,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5231/ses-1/anat/sub-HMC5231_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5231/ses-1/anat/sub-HMC5231_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC5231,,MNI152NLin2009cAsym,,,0.9845854008534218,fail,anat dice 0.9845854008534218 < 0.99
172,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5231/ses-1/func/sub-HMC5231_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5231/ses-1/func/sub-HMC5231_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5231/ses-1/func/sub-HMC5231_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC5231,rest,MNI152NLin2009cAsym,0.20479360215075376,0.19439934231096942,0.8994118404670931,pass,
173,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5236/ses-1/anat/sub-HMC5236_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5236/ses-1/anat/sub-HMC5236_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC5236,,MNI152NLin2009cAsym,,,0.9833866632810937,fail,anat dice 0.9833866632810937 < 0.99
174,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5236/ses-1/func/sub-HMC5236_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5236/ses-1/func/sub-HMC5236_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC5236/ses-1/func/sub-HMC5236_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC5236,rest,MNI152NLin2009cAsym,0.5571798236683416,0.2628427853225806,0.894834752474195,pass,
175,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC6291/ses-1/anat/sub-HMC6291_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC6291/ses-1/anat/sub-HMC6291_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC6291,,MNI152NLin2009cAsym,,,0.9895731472070911,fail,anat dice 0.9895731472070911 < 0.99
176,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC6291/ses-1/func/sub-HMC6291_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC6291/ses-1/func/sub-HMC6291_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC6291/ses-1/func/sub-HMC6291_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC6291,rest,MNI152NLin2009cAsym,0.15277056792462307,0.14599872406632647,0.8960434363036723,pass,
177,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7118/ses-1/anat/sub-HMC7118_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7118/ses-1/anat/sub-HMC7118_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC7118,,MNI152NLin2009cAsym,,,0.9906972679552374,pass,
178,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7118/ses-1/func/sub-HMC7118_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7118/ses-1/func/sub-HMC7118_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7118/ses-1/func/sub-HMC7118_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC7118,rest,MNI152NLin2009cAsym,0.07754552251405618,0.0755890556693548,0.9346090723352946,pass,
179,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7493/ses-1/anat/sub-HMC7493_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7493/ses-1/anat/sub-HMC7493_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC7493,,MNI152NLin2009cAsym,,,0.9895993275427291,fail,anat dice 0.9895993275427291 < 0.99
180,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7493/ses-1/func/sub-HMC7493_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7493/ses-1/func/sub-HMC7493_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7493/ses-1/func/sub-HMC7493_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC7493,rest,MNI152NLin2009cAsym,0.16374481769849247,0.1551707132923077,0.9222750368792001,pass,
181,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7811/ses-1/anat/sub-HMC7811_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7811/ses-1/anat/sub-HMC7811_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC7811,,MNI152NLin2009cAsym,,,0.9795868615150933,fail,anat dice 0.9795868615150933 < 0.99
182,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7811/ses-1/func/sub-HMC7811_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7811/ses-1/func/sub-HMC7811_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7811/ses-1/func/sub-HMC7811_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC7811,rest,MNI152NLin2009cAsym,0.25461153403763054,0.21793036590513157,0.8945280855137876,pass,
183,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7881/ses-1/anat/sub-HMC7881_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7881/ses-1/anat/sub-HMC7881_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC7881,,MNI152NLin2009cAsym,,,0.9870204554360744,fail,anat dice 0.9870204554360744 < 0.99
184,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7881/ses-1/func/sub-HMC7881_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7881/ses-1/func/sub-HMC7881_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC7881/ses-1/func/sub-HMC7881_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC7881,rest,MNI152NLin2009cAsym,0.2841538941956217,0.209493001900168,0.9277384123895958,pass,
185,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8126/ses-1/anat/sub-HMC8126_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8126/ses-1/anat/sub-HMC8126_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC8126,,MNI152NLin2009cAsym,,,0.9898076977522982,fail,anat dice 0.9898076977522982 < 0.99
186,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8126/ses-1/func/sub-HMC8126_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8126/ses-1/func/sub-HMC8126_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8126/ses-1/func/sub-HMC8126_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC8126,rest,MNI152NLin2009cAsym,0.15712025357989948,0.14057747721450775,0.907087865479808,pass,
187,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8868/ses-1/anat/sub-HMC8868_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8868/ses-1/anat/sub-HMC8868_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC8868,,MNI152NLin2009cAsym,,,0.9890347180048803,fail,anat dice 0.9890347180048803 < 0.99
188,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8868/ses-1/func/sub-HMC8868_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8868/ses-1/func/sub-HMC8868_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC8868/ses-1/func/sub-HMC8868_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC8868,rest,MNI152NLin2009cAsym,0.14655377117085425,0.14655377117085425,0.8890923935829821,fail,func dice 0.8890923935829821 < 0.89; 
189,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC9419/ses-1/anat/sub-HMC9419_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC9419/ses-1/anat/sub-HMC9419_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HMC9419,,MNI152NLin2009cAsym,,,0.9886185112009386,fail,anat dice 0.9886185112009386 < 0.99
190,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC9419/ses-1/func/sub-HMC9419_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC9419/ses-1/func/sub-HMC9419_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HMC9419/ses-1/func/sub-HMC9419_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HMC9419,rest,MNI152NLin2009cAsym,0.057000108930150735,0.05700010893015072,0.9134716202047279,pass,
191,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB1512/ses-1/anat/sub-HNB1512_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB1512/ses-1/anat/sub-HNB1512_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HNB1512,,MNI152NLin2009cAsym,,,0.9887125908689562,fail,anat dice 0.9887125908689562 < 0.99
192,func,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB1512_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_resampled.nii.gz,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB1512_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask_resampled.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB1512/ses-1/func/sub-HNB1512_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HNB1512,rest,MNI152NLin2009cAsym,0.1565744744321608,0.15048221016161611,0.8889679119775761,fail,func dice 0.8889679119775761 < 0.89; 
193,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB4187/ses-1/anat/sub-HNB4187_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB4187/ses-1/anat/sub-HNB4187_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HNB4187,,MNI152NLin2009cAsym,,,0.9870357869566162,fail,anat dice 0.9870357869566162 < 0.99
194,func,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB4187_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_resampled.nii.gz,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB4187_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask_resampled.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB4187/ses-1/func/sub-HNB4187_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HNB4187,rest,MNI152NLin2009cAsym,0.2775024034120603,0.22219125293714284,0.891216897521626,pass,
195,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB5074/ses-1/anat/sub-HNB5074_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB5074/ses-1/anat/sub-HNB5074_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HNB5074,,MNI152NLin2009cAsym,,,0.9883393332499478,fail,anat dice 0.9883393332499478 < 0.99
196,func,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB5074_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_resampled.nii.gz,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB5074_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask_resampled.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB5074/ses-1/func/sub-HNB5074_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HNB5074,rest,MNI152NLin2009cAsym,0.15055122407035174,0.14829419207070704,0.8987001962968858,pass,
197,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB7896/ses-1/anat/sub-HNB7896_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB7896/ses-1/anat/sub-HNB7896_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HNB7896,,MNI152NLin2009cAsym,,,0.9878078220169756,fail,anat dice 0.9878078220169756 < 0.99
198,func,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB7896_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_resampled.nii.gz,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB7896_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask_resampled.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB7896/ses-1/func/sub-HNB7896_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HNB7896,rest,MNI152NLin2009cAsym,0.13596892585929646,0.11311539556923075,0.8764619732255203,fail,func dice 0.8764619732255203 < 0.89; 
199,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB8707/ses-1/anat/sub-HNB8707_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB8707/ses-1/anat/sub-HNB8707_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,HNB8707,,MNI152NLin2009cAsym,,,0.9825454465134934,fail,anat dice 0.9825454465134934 < 0.99
200,func,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB8707_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold_resampled.nii.gz,projects/def-pbellec/ccna_qc/src/visualization/../features/../../data/interim/sub-HNB8707_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask_resampled.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-HNB8707/ses-1/func/sub-HNB8707_ses-1_task-rest_desc-confounds_timeseries.tsv,1,HNB8707,rest,MNI152NLin2009cAsym,0.31618459512562813,0.2300907657514451,0.845621432407168,fail,func dice 0.845621432407168 < 0.89; 
201,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS0915/ses-1/anat/sub-IUS0915_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS0915/ses-1/anat/sub-IUS0915_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,IUS0915,,MNI152NLin2009cAsym,,,0.9885775077465412,fail,anat dice 0.9885775077465412 < 0.99
202,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS0915/ses-1/func/sub-IUS0915_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS0915/ses-1/func/sub-IUS0915_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS0915/ses-1/func/sub-IUS0915_ses-1_task-rest_desc-confounds_timeseries.tsv,1,IUS0915,rest,MNI152NLin2009cAsym,0.09154655353967868,0.09154655353967868,0.859478491605858,fail,func dice 0.859478491605858 < 0.89; 
203,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS1377/ses-1/anat/sub-IUS1377_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS1377/ses-1/anat/sub-IUS1377_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,IUS1377,,MNI152NLin2009cAsym,,,0.9892461274991271,fail,anat dice 0.9892461274991271 < 0.99
204,func,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS1377/ses-1/func/sub-IUS1377_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-preproc_bold.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS1377/ses-1/func/sub-IUS1377_ses-1_task-rest_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS1377/ses-1/func/sub-IUS1377_ses-1_task-rest_desc-confounds_timeseries.tsv,1,IUS1377,rest,MNI152NLin2009cAsym,0.08154845458634535,0.07745480810526313,0.9260304659498207,pass,
205,anat,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS2918/ses-1/anat/sub-IUS2918_ses-1_space-MNI152NLin2009cAsym_desc-preproc_T1w.nii.gz,/scratch/dlussier/ccna_fmriprep/1641486564/fmriprep/sub-IUS2918/ses-1/anat/sub-IUS2918_ses-1_space-MNI152NLin2009cAsym_desc-brain_mask.nii.gz,,1,IUS2918,,MNI152NLin2009cAsym,,,0.9905313548837306,pass,
